budget,genre,name,score,year
1000000,comedy,the wedding banquet,7.7,1993
11900000,drama,maadadayo,7.4,1993
unknown,comedy,the ballad of the sad cafe,6.5,1991
60000000,action,london has fallen,5.9,2016
12600000,crime,the drop,7.1,2014
150000000,adventure,night at the museum: battle of the smithsonian,5.9,2009
7000000,horror,el demonio neón,6.2,2016
15000000,horror,perturbados,5.5,1998
11000000,horror,el juego del miedo vi,6.0,2009
10000000,comedy,how to make an american quilt,6.2,1995
21500000,adventure,my fellow americans,6.5,1996
12000000,action,the monster squad,7.2,1987
45000000,drama,changing lanes,6.5,2002
30000000,comedy,la la land,8.2,2016
130000000,action,r.i.p.d.,5.6,2013
25000000,adventure,the night before,6.4,2015
25000000,action,cloverfield,7.0,2008
18000000,drama,article 99,6.1,1992
23000000,action,beyond rangoon,6.6,1995
40000000,drama,fifty shades of grey,4.1,2015
21000000,animation,south park: bigger longer & uncut,7.8,1999
105000000,drama,el gran gatsby,7.3,2013
7500000,action,the omega code,3.5,1999
26000000,comedy,the 40-year-old virgin,7.1,2005
1100000,horror,strangeland,5.0,1998
unknown,adventure,major payne,6.2,1995
unknown,adventure,the descent,7.2,2005
2000000,comedy,the first time,6.9,2012
unknown,drama,friends & lovers,4.5,1999
unknown,comedy,saving grace,7.0,1986
3000000,comedy,air bud,5.1,1997
unknown,thriller,no place to hide,5.6,1992
65000000,comedy,annie,5.3,2014
30000000,crime,the invisible,6.3,2007
75000000,animation,robots,6.3,2005
45000000,comedy,office christmas party,5.8,2016
80000000,comedy,grown ups,6.0,2010
2600000,adventure,airborne,6.2,1993
15000000,comedy,seven psychopaths,7.2,2012
55000000,drama,seven pounds,7.7,2008
14000000,comedy,throw momma from the train,6.2,1987
85000000,action,showtime,5.5,2002
14000000,animation,the great mouse detective,7.2,1986
13000000,horror,body snatchers,5.9,1993
29750000,comedy,sweet and lowdown,7.3,1999
42000000,crime,feardotcom,3.3,2002
18000000,adventure,catch that kid,5.2,2004
79000000,comedy,jack and jill,3.4,2011
unknown,comedy,beautiful creatures,5.9,2000
unknown,drama,perfect sense,7.1,2011
unknown,comedy,todo lo que necesitas es amor,6.6,2012
32000000,adventure,alive,7.1,1993
100000000,action,planet of the apes,5.7,2001
unknown,comedy,the little death,7.1,2014
20000000,action,dylan dog: dead of night,5.1,2010
unknown,musical,devdas,7.6,2002
unknown,comedy,show me love,7.6,1998
unknown,comedy,henry fool,7.3,1997
10000000,horror,la noche del demonio: capitulo 3,6.1,2015
20000000,biography,chasing mavericks,7.2,2012
unknown,action,boiling point,6.8,1990
unknown,crime,the name of the rose,7.8,1986
4000000,horror,the sacrament,6.1,2013
unknown,drama,spring summer fall winter... and spring,8.1,2003
30000000,drama,anonymous,6.9,2011
60000000,action,the mortal instruments: city of bones,5.9,2013
50000,drama,upstream color,6.7,2013
6000000,horror,pulse,5.5,1988
46000000,comedy,america's sweethearts,5.7,2001
4500000,comedy,the romantics,5.1,2010
58000000,comedy,did you hear about the morgans?,4.8,2009
17000000,drama,the unbearable lightness of being,7.4,1988
unknown,action,v.i. warshawski,4.8,1991
163000000,action,cowboys & aliens,6.0,2011
11000000,comedy,corky romano,4.6,2001
unknown,comedy,girl most likely,5.8,2012
24000000,animation,howl's moving castle,8.2,2004
16000000,drama,the box,5.6,2009
4000000,comedy,the shape of things,6.7,2003
38000000,comedy,life as we know it,6.6,2010
8500000,animation,star wars: the clone wars,5.9,2008
unknown,comedy,clockwatchers,6.5,1997
74000000,animation,minions,6.4,2015
20000000,crime,spotlight,8.1,2015
13000000,drama,dead ringers,7.3,1988
25000000,comedy,little shop of horrors,6.9,1986
115000000,action,windtalkers,6.0,2002
25000000,comedy,the men who stare at goats,6.2,2009
unknown,comedy,betsy's wedding,5.6,1990
unknown,comedy,splitting heirs,5.5,1993
49000000,drama,bajos instintos,6.9,1992
unknown,comedy,madea goes to jail,4.3,2009
50000000,crime,la dalia negra,5.6,2006
16000000,action,alien nation,6.3,1988
400000,comedy,pushing hands,7.3,1992
17000000,adventure,bridge to terabithia,7.2,2007
12500000,comedy,russian dolls,7.0,2005
11000000,comedy,quartet,6.8,2012
14000000,drama,jungle fever,6.5,1991
unknown,adventure,tom and huck,5.6,1995
unknown,drama,farewell my queen,6.3,2012
unknown,crime,hell high,5.0,1989
unknown,comedy,life is sweet,7.5,1990
37000000,crime,switchback,6.4,1997
unknown,comedy,son of the bride,7.9,2001
70000000,action,xxx,5.8,2002
24000000,comedy,return to me,6.9,2000
20000000,animation,peter pan ii: return to neverland,5.8,2002
300000,comedy,pieces of april,7.1,2003
53000000,biography,blow,7.6,2001
24000000,adventure,white hunter black heart,6.7,1990
30000000,drama,take the lead,6.7,2006
unknown,drama,it's my party,7.1,1996
unknown,comedy,krippendorf's tribe,4.9,1998
20000000,comedy,three to tango,6.1,1999
unknown,action,underdog,4.8,2007
145000000,animation,rise of the guardians,7.3,2012
10000000,comedy,can't hardly wait,6.5,1998
3000000,horror,after midnight,5.6,1989
19000000,action,bad boys,6.8,1995
7300000,action,harry brown,7.2,2009
35000000,comedy,welcome home roscoe jenkins,5.4,2008
16000000,adventure,the master of disguise,3.3,2002
6000000,comedy,simplemente irresistible,5.3,1999
3500000,horror,mother of tears,5.1,2007
unknown,thriller,night game,4.9,1989
100000000,adventure,diamante de sangre,8.0,2006
30000000,crime,runner runner,5.6,2013
unknown,adventure,mi adorable delincuente,5.3,1994
60000000,action,scott pilgrim vs. the world,7.5,2010
13000000,drama,black swan,8.0,2010
unknown,drama,house of cards,6.3,1993
unknown,comedy,erik the viking,6.2,1989
30000000,drama,the vow,6.8,2012
35000000,adventure,snow dogs,5.1,2002
66000000,action,hellboy,6.8,2004
10000000,action,maximum overdrive,5.4,1986
180000000,action,the legend of tarzan,6.3,2016
110000000,action,the bourne ultimatum,8.1,2007
25000000,action,ride along,6.2,2014
80000000,action,lost in space,5.1,1998
800000,crime,guncrazy,5.6,1992
45000000,action,the warrior's way,6.3,2010
150000000,animation,shrek 2,7.2,2004
16000000,biography,a mighty heart,6.7,2007
18000000,comedy,i love you beth cooper,5.3,2009
100000000,adventure,peter pan,6.9,2003
35000000,drama,queen of the damned,5.3,2002
unknown,animation,cuentos de terramar,6.5,2006
10000000,comedy,the second best exotic marigold hotel,6.6,2015
unknown,drama,a brilliant young mind,7.2,2014
unknown,crime,impulse,5.7,1990
2700000,drama,the waterdance,6.9,1992
35000000,action,punisher: war zone,6.0,2008
2309723,comedy,curdled,5.9,1996
41300000,comedy,the whole nine yards,6.7,2000
unknown,comedy,good bye lenin!,7.7,2003
40000000,action,man of the house,5.4,2005
35000000,biography,che: part one,7.2,2008
unknown,comedy,matinee,6.8,1993
unknown,drama,everybody wins,5.0,1990
2500000,drama,all the real girls,6.9,2003
unknown,comedy,a tale of springtime,7.4,1990
unknown,comedy,tapeheads,5.8,1988
60000000,action,i am number four,6.1,2011
500000,action,cyborg,5.0,1989
unknown,comedy,the overnight,6.1,2015
3500000,biography,gods and monsters,7.5,1998
1200000,comedy,super troopers,7.1,2001
60000000,comedy,christmas with the kranks,5.2,2004
7000000,action,split second,6.2,1992
40000000,comedy,a league of their own,7.2,1992
25000000,comedy,curly sue,5.7,1991
unknown,comedy,folks!,5.5,1992
40000000,biography,ray,7.7,2004
45000000,comedy,yours mine & ours,5.4,2005
unknown,crime,true story,6.3,2015
30000000,comedy,mi papá es un gato,5.3,2016
45000000,drama,jakob the liar,6.5,1999
unknown,drama,trollhunter,7.0,2010
2900000,horror,no one lives,6.0,2012
unknown,drama,crazy love,7.0,1987
38000000,mystery,la última puerta,6.7,1999
18000000,drama,in country,5.9,1989
unknown,drama,bliss,6.1,1997
20000000,comedy,broadcast news,7.2,1987
52000000,action,16 blocks,6.6,2006
unknown,drama,before the fall,7.4,2004
30000000,action,the replacement killers,6.1,1998
25000000,action,the corruptor,6.0,1999
65000000,crime,bless the child,5.1,2000
unknown,drama,towelhead,7.0,2007
20000000,action,no escape,6.1,1994
5000000,comedy,your friends & neighbors,6.4,1998
unknown,comedy,mother,6.9,1996
5000000,comedy,meet the applegates,5.4,1990
35000000,biography,j. edgar,6.6,2011
unknown,drama,whiteboyz,5.3,1999
25000000,comedy,bride of chucky,5.4,1998
unknown,biography,american splendor,7.5,2003
15000000,comedy,whatever works,7.2,2009
unknown,crime,el fin del sueño americano,6.1,2016
10000000,drama,another woman,7.4,1988
40000000,adventure,amelia,5.8,2009
22000000,crime,derailed,6.6,2005
40000000,horror,the island of dr. moreau,4.4,1996
unknown,action,best of the best ii,5.4,1993
20000000,drama,obsessed,4.9,2009
17000000,comedy,my girl,6.8,1991
28000000,drama,amores infieles,6.4,2013
25000000,action,tank girl,5.3,1995
250000000,action,pirates of the caribbean: on stranger tides,6.6,2011
unknown,crime,the dead girl,6.7,2006
unknown,action,wanted: dead or alive,5.9,1987
25000000,comedy,good luck chuck,5.6,2007
unknown,comedy,s1m0ne,6.1,2002
13000000,comedy,heartbreak hotel,5.7,1988
unknown,action,real men,6.2,1987
70000000,comedy,mars attacks!,6.3,1996
unknown,action,plunkett & macleane,6.4,1999
unknown,comedy,making mr. right,5.3,1987
15000000,adventure,book of shadows: blair witch 2,4.0,2000
25000000,drama,godsend,4.8,2004
10000000,comedy,tough guys,6.2,1986
23000000,animation,the secret world of arrietty,7.6,2010
unknown,action,american ninja 4: the annihilation,3.8,1990
100000000,drama,gravity,7.8,2013
75000000,action,the rock,7.4,1996
2000000,adventure,y tu mamá también,7.7,2001
40000000,comedy,my best friend's girl,5.9,2008
30000000,drama,in dreams,5.5,1999
36000000,biography,the people vs. larry flynt,7.3,1996
94000000,animation,finding nemo,8.1,2003
unknown,drama,scandal,6.5,1989
25000000,horror,destino final 3,5.8,2006
unknown,drama,mac,6.3,1992
3200000,comedy,barcelona,7.0,1994
unknown,romance,he loves me... he loves me not,7.2,2002
130000000,action,the hunger games: catching fire,7.6,2013
29000000,comedy,the boss,5.4,2016
unknown,comedy,ride,4.5,1998
6000000,drama,the spitfire grill,6.9,1996
17000000,action,crouching tiger hidden dragon,7.9,2000
40000000,comedy,renaissance man,6.1,1994
10000000,drama,the ledge,6.6,2011
unknown,horror,eden lake,6.8,2008
11000000,action,jason x,4.4,2001
11000000,drama,what's eating gilbert grape,7.8,1993
unknown,adventure,the adventures of milo and otis,7.1,1986
108000000,adventure,the martian,8.0,2015
120000000,adventure,life of pi,7.9,2012
60000000,drama,upside down,6.4,2012
900000,crime,the quiet,6.4,2005
30000000,biography,miss potter,7.0,2006
unknown,drama,stella,6.0,1990
37000000,horror,house on haunted hill,5.6,1999
70000000,action,olympus has fallen,6.5,2013
16200000,action,no escape,6.8,2015
unknown,comedy,amazon women on the moon,6.2,1987
unknown,biography,rudy,7.5,1993
100000000,animation,the hunchback of notre dame,6.9,1996
33100000,comedy,rebound,5.1,2005
1000000,comedy,orgazmo,6.2,1997
10000000,comedy,mystery date,6.0,1991
11000000,horror,darkness falls,5.0,2003
6000000,animation,the transformers: the movie,7.3,1986
5000000,action,death wish 4: the crackdown,5.3,1987
20000000,action,assault on precinct 13,6.3,2005
5000000,comedy,laggies,6.4,2014
200000000,action,terminator 3: rise of the machines,6.3,2003
unknown,biography,the invisible woman,6.1,2013
35000000,action,see spot run,5.4,2001
25000000,comedy,mr. bean's holiday,6.3,2007
unknown,comedy,sleeping with other people,6.5,2015
1500000,horror,insidious,6.8,2010
80000000,action,face/off,7.3,1997
6000000,action,beastmaster 2: through the portal of time,3.8,1991
3000000,fantasy,jason goes to hell: the final friday,4.3,1993
6000000,comedy,mallrats,7.2,1995
7980000,comedy,cocktail,6.2,2012
47000000,drama,arrival,8.0,2016
35000000,drama,the fountain,7.3,2006
250000,drama,the canyons,3.9,2013
12000000,comedy,charlie bartlett,7.0,2007
7000000,drama,bad influence,6.2,1990
unknown,action,allan quatermain and the lost city of gold,4.4,1986
17500000,animation,hoodwinked!,6.5,2005
unknown,animation,an american tail: fievel goes west,6.5,1991
33000000,comedy,pushing tin,6.0,1999
unknown,drama,goodbye dragon inn,7.1,2003
unknown,drama,wild reeds,7.6,1994
unknown,comedy,burglar,5.0,1987
4000000,drama,matewan,7.9,1987
6000000,comedy,barefoot,6.6,2014
unknown,comedy,feds,5.3,1988
unknown,action,operation dumbo drop,5.0,1995
unknown,comedy,8 ½ women,5.8,1999
unknown,crime,mi vida loca,6.5,1993
11000000,drama,fried green tomatoes,7.7,1991
75000000,action,vertical limit,5.9,2000
unknown,drama,elles,5.7,2011
16000000,horror,the messengers,5.4,2007
unknown,drama,el cubo,7.3,1997
25000000,comedy,never been kissed,6.0,1999
unknown,romance,love crimes,4.1,1992
20000000,comedy,loser,5.3,2000
unknown,crime,lila says,7.0,2004
7000000,action,catch .44,4.6,2011
unknown,drama,the reluctant fundamentalist,6.9,2012
unknown,comedy,naked,7.9,1993
8000000,comedy,a rage in harlem,5.9,1991
30000000,animation,the spongebob squarepants movie,7.0,2004
unknown,action,death machine,5.7,1994
unknown,crime,sweet sixteen,7.5,2002
11000000,comedy,tremors,7.1,1990
unknown,adventure,free willy 3: the rescue,4.6,1997
unknown,comedy,as it is in heaven,7.6,2004
20000000,action,tarzan and the lost city,3.9,1998
20000000,action,redemption,6.2,2013
unknown,comedy,he said she said,5.6,1991
60000000,biography,sully,7.5,2016
18000000,comedy,peggy sue got married,6.3,1986
unknown,animation,rudolph the red-nosed reindeer,5.8,1998
12000000,drama,stoker,6.8,2013
86000000,animation,arthur and the invisibles,6.0,2006
60000000,drama,trouble with the curve,6.8,2012
36000000,adventure,the neverending story ii: the next chapter,5.1,1990
35000000,action,lake placid,5.6,1999
unknown,comedy,riff-raff,7.1,1991
12000000,sci-fi,project almanac,6.4,2015
unknown,drama,edward ii,7.0,1991
92000000,action,twister,6.3,1996
1200000,horror,saw,7.7,2004
40000000,mystery,8mm,6.5,1999
115000000,action,true lies,7.2,1994
50000000,drama,don't say a word,6.3,2001
unknown,horror,the hallow,5.7,2015
unknown,comedy,from the hip,6.2,1987
unknown,action,highwaymen,5.7,2004
unknown,comedy,dark eyes,7.6,1987
27000000,crime,kiss the girls,6.6,1997
25000000,action,masterminds,5.8,2016
78000000,crime,dragón rojo,7.2,2002
150000000,action,white house down,6.4,2013
unknown,drama,lady macbeth,7.0,2016
4000000,horror,the darkness,4.4,2016
35000000,drama,ride with the devil,6.8,1999
5000000,horror,halloween: the curse of michael myers,5.0,1995
16000000,drama,adore,6.2,2013
17000000,horror,i know what you did last summer,5.6,1997
1700000,crime,in the bedroom,7.5,2001
unknown,drama,the stolen children,7.5,1992
60000000,action,the spirit,4.8,2008
29000000,comedy,keeping the faith,6.4,2000
23000000,crime,mobsters,5.9,1991
42000000,animation,locos por las nueces,5.8,2014
17000000,horror,they,4.8,2002
unknown,comedy,charlie countryman,6.4,2013
unknown,comedy,aria,5.8,1987
800000,comedy,west beirut,7.8,1998
102000000,action,terminator 2: judgment day,8.5,1991
7500000,action,above the law,6.0,1988
16000000,comedy,radio days,7.6,1987
100000000,adventure,a.i. artificial intelligence,7.1,2001
unknown,comedy,a month by the lake,6.4,1995
unknown,animation,waking life,7.8,2001
20000000,comedy,go,7.3,1999
10000000,drama,sugar hill,5.9,1993
45000000,comedy,jack,5.8,1996
40000000,action,colombiana,6.4,2011
31000000,adventure,vacation,6.1,2015
unknown,horror,the puppet masters,5.9,1994
20000000,adventure,mongol: the rise of genghis khan,7.3,2007
unknown,comedy,the hot chick,5.5,2002
unknown,comedy,popcorn,5.7,1991
13000000,drama,in the land of blood and honey,4.4,2011
21000000,action,the transporter,6.8,2002
55000000,adventure,city of ember,6.5,2008
17000000,comedy,the pest,5.0,1997
80000000,animation,hotel transylvania 2,6.7,2015
10000000,action,hard to kill,5.7,1990
unknown,drama,la vida según attenberg,6.2,2010
unknown,biography,the madness of king george,7.2,1994
12000000,comedy,a life less ordinary,6.4,1997
unknown,drama,the invitation,6.7,2015
10000000,action,toy soldiers,6.5,1991
unknown,adventure,héctor y el secreto de la felicidad,7.0,2014
unknown,drama,contra viento y marea,7.9,1996
unknown,drama,a river runs through it,7.3,1992
15000000,crime,wall street,7.4,1987
unknown,drama,wild orchid,4.5,1989
50000000,action,escape from l.a.,5.7,1996
2300000,action,the toxic avenger part ii,5.1,1989
unknown,action,if looks could kill,5.7,1991
unknown,comedy,french kiss,6.6,1995
32000000,comedy,this is the end,6.6,2013
8000000,comedy,me and earl and the dying girl,7.8,2015
46000000,drama,insomnia,7.2,2002
5000000,comedy,house party 2,5.1,1991
unknown,comedy,the goods: live hard sell hard,5.8,2009
unknown,drama,being flynn,6.4,2012
55000000,action,tango & cash,6.3,1989
unknown,comedy,mon pere ce heros,6.1,1991
45000000,action,first contact,7.6,1996
15000000,comedy,moonstruck,7.1,1987
unknown,biography,savage nights,7.1,1992
unknown,drama,1969,5.8,1988
40000000,action,keeping up with the joneses,5.8,2016
20000000,comedy,a guy thing,5.6,2003
60000000,drama,interview with the vampire: the vampire chronicles,7.6,1994
unknown,drama,certified copy,7.3,2010
7000000,comedy,kingdom come,5.7,2001
unknown,comedy,roger dodger,7.0,2002
15000000,action,nowhere to run,5.6,1993
10000000,drama,september,6.7,1987
90000000,animation,toy story 2,7.9,1999
20000000,drama,one eight seven,6.7,1997
15000000,comedy,diary of a wimpy kid,6.2,2010
85000000,action,collateral damage,5.5,2002
26000000,drama,brothers,7.1,2009
unknown,drama,una señal en la tormenta,6.4,2014
unknown,drama,flirting,7.3,1991
10000000,horror,saw iv,5.9,2007
unknown,comedy,eagle vs shark,6.8,2007
unknown,comedy,vice versa,5.8,1988
unknown,drama,the secret garden,7.3,1993
60000000,drama,runaway jury,7.1,2003
