Sentence,Label
bu donemde sag ve sol catismasi artti.,1
turkes ilk olarak partide genel mufettislik gorevi ustlendi.,1
muhammedde ali’yi dinledi.,0
kendi matbaasi olmadigi icin baskisini bir sure diger gazetelerin tesislerinde surdurdu.,1
belgrad iki devlet universitesi ve bes ozel universiteye sahiptir.,1
ayse bunun icin kuran’da allah’i gormenin mumkun olmadigini ifade eden ayeti kanit gostermistir.,1
bolgedeki uc devlet sovyetler birligi ismini alan yeni sovyet rejiminin idaresine girdi.,1
dunya savasi sirasinda ve sonrasinda sovyetlerin turkiye uzerindeki toprak iddialari devam etmistir.,1
fakat rusya sovyet federatif sosyalist cumhuriyeti iki yil sonra kafkasya’yi yeniden isgal etmistir.,1
kitaptan yapilan secmeler almanya ve hollanda’da iki dilli olarak yayimlandi.,1
nitekim bir siirinde acikca onunla ve onun ruh gocu anlayisiyla alay etmektedir.,1
bir bilgisayar terimi olarak tum dunyada yaygin sekilde kullanilmaktadir.,1
cesitli olumsuz olaylar sebebiyle kargasa dolu bir ortamin oldugu donemde tahta cikti.,1
halkin sevdigi padisah sultanahmet camii yanindaki turbesine defnedildi.,1
bu kongrede parti icinde bolsevikler ve mensevikler olmak uzere iki hizip olustu.,1
bu mucadelede giderek guc kaybetti ve teker teker elinde bulunan yetkileri kaybetti.,1
olumunden once iki kez bilinci yerine geldi.,1
"eskiden ""ekmek"" tedavide cesitli alanlarda kullanilirdi.",1
gercel sayilar kumesinden birim cember uzerindeki noktalara tanimlanan isleve sarma islevi denir.,1
vucudun yan taraflarinda onde daha buyuk olan koyu enine benekler bulunur.,1
bas kisminda iki tane buyuk benek bulunur.,1
ormanlik ve agaclik yerlerde az da olsa bulunabilirler.,1
bu serit bazen parcali halde de olabilir.,1
avlarini sabahin erken saatlerinde ya da geceleyin avlarlar.,1
karin bolgesi sarimsi beyaz ve uzerinde kucuk siyah noktalar bulunur.,1
aydin dogan ve hande firat hedef gosterildi ve haklarinda sorusturma acilmasi icin cagri yapildi.,1
grup baskanligi uye ulkelerde yillik sira ile calisir.,1
ortalama tarife seviyeleri onemli olcude duserken genel bagli tarife seviyeleri de onemli miktarda artmistir.,1
bu donemde ozellikle oteller ekonomik krize girmistir.,1
ekvatoral bolgede olmasi nedeniyle ulke yil boyu turist cekmektedir.,1
yuzunde bir cakal isirigi vardir.,1
kadir gecesi dogdugu icinde adini kadriye koydular.,0
bunun nedeni bilginin hem algilar tarafindan alinan ham verilere hemde kavramlara dayali olmasidir.,0
govde kabugu gridir.,1
i̇zmir ve aydin cevrelerinde dogal olarak bulunur.,1
gunumuzde evlerde ve is yerlerinde pratik olmasi sebebiyle yaygin olarak kullanilmaktadir.,1
az gelismis ulkelerde cocuklar ihtiyaclari olan proteini muz yiyerek almaktadirlar.,1
i̇cerdigi iyot sayesinde de tiroid bezinin dengeli calismasina yardim eder.,1
orta mevsimde olgunlasir.,1
sus bitkisi olarak i̇ngiltere’de cok gorulur.,1
olabildigince az cop uretmek ve yeniden degerlendirme gunumuzde oncelik arz etmektedirler.,1
fakat bolgedeki dini hayat devam eder.,1
i̇sci arilar yasamlari boyunca kovan icindeki her turlu isle ilgilenmis olurlar.,1
bu durum yuzeyde bir gerilme olusturup yuzeyin minimum olmasini saglar.,1
su yanici bir madde degildir.,1
foto roportaj ayni zamanda uzun soluklu bir calismayi beraberinde getirir.,1
ayrica aciga cikan alfa ve gama isinlari bilimsel deneylerde kullanilir.,1
"turkcede ""umay"" sozcugu plasenta anlamina gelir.",1
cunku embriyo annenin vucudunda dusman kabul edilebilecek yabanci bir madde gibidir.,1
bu yuzden su dolu sise icinde tutulur.,1
ayrica demir emiliminide olumlu etkiler.,0
erken dogan bebeklerde e vitamini eksikligine bagli olarak hemolitik anemi gorulur.,1
bunun icinde gazetecinin guvenilir kisi olmasi zorunludur.,0
bu iki populasyonun alt turler olmasi konusu ise tartismalidir.,1
koala avustralya yerlilerinin mitolojisi ile ruya zamani oykulerinde yer alir.,1
bazi turler biyolojik zararli kontrolunde onemli rol alir.,1
karincalar dunya uzerinde hemen hemen her kara parcasinda bulunur.,1
lihtenstayn ile birlikte sadece denize kiyisi olmayan ulkelere siniri bulunan iki ulkeden biridir.,1
i̇slam dininde cogunlugun konu hakkindaki gorusu budur.,1
caz gunleri’nde yapti.,1
bazen sekiz tellide olabilir.,0
bu durum butun dinlerin temelini olusturur ve din sayesinde yasama anlam verilebilir.,1
dini metinlerde sikca kullanilmaktadir.,1
genelde de bir liderleri veya belirli uyeleri yoktur.,1
bucaspor futbol akademisi ulke bazinda onemli dereceler elde etmektedir.,1
i̇stasyon gunumuzde atil durumdadir ve kullanilmamaktadir.,1
kaleye ek olarak birde kervansaray bulunmaktadir.,0
cesme ve cevresinde yapilan kazilarda elde edilen eserler cesme kalesi icindeki muzede sergilenmektedir.,1
antik yerlesim yeri pitane’de elde edilen eserler bergama arkeoloji muzesinde sergilenmektedir.,1
i̇lcede ekonomi tarima dayanmaktadir.,1
daha sonra cumhuriyet doneminde kiraz adini almistir.,1
i̇lce ekonomisinde tarim ve hayvancilik onemli bir yer tutar.,1
i̇lce ekonomisinde tarim ve hayvancilik onemli yer tutar.,1
dokuz eylul universitesi tip fakultesi hastanesi ilcede yer almaktadir.,1
murat doneminde osmanli egemenligine girmistir.,1
bunlar; maki toplulugu ve orman toplulugudur.,1
kisaca soylenebilirki deniz etkisinde olan yorede bagil nem degerleri her ay yuksektir.,0
i̇lcede akdeniz iklimi gorulmektedir.,1
i̇nsan seklinde dusundukleri cok tanrili din anlayisi vardir.,1
sehir devletleri halinde yasamislardir.,1
sicilya ve cevresindeki kucuk adalarda oldukca aktif bazi yanardaglar vardir.,1
kuzeyinde ve batisinda alpler tarafindan cevrilidir.,1
altunizade semti bircok plaza ve is merkezine ev sahipligi yapmaktadir.,1
tarimsal faaliyetler gibi sanayi tesisleride yoktur.,0
bir sonraki sene selcuk sultani da olunce sultanlik ic rekabet nedeniyle parcalandi.,1
buna karsilik kitanin kiyilarinda ve acik denizlerinde cok sayida hayvan yasar.,1
hali hazirda antarktika guney kutbu uzerinde yer alir.,1
sure ismini ilk ayetinde gecen ve yardimci anlamina gelen nasr kelimesinden almistir.,1
sure ilk ayetinde gecen ve peygamberin kabilesini ifade eden kureys kelimesinden ismini alir.,1
gunumuzdeki istihbarat teskilatlari icin ornek teskil eder.,1
bu donemden sonra her iki yazar da bu seriyi kendileri devam ettirmislerdir.,1
gunumuzde ayakkabi sanayi ve yem sanayinde faaliyet gosteren firmalar mevcuttur.,1
eskisehir ve aksehir’de savunma hatti kurdu.,1
albumde yer alan sarkilarin hepsi muslum gurses klasigi haline gelmistir.,1
albumun butun muziklerinde burhan bayar imzasi vardir.,1
ayrica i̇pek universitesi turk dili ve edebiyati bolumunde yari zamanli ogretim gorevlisi olarak calismaktadir.,1
i̇ki gozunde de ciddi saglik sorunlari cikana kadar yazmaya devam etti.,1
bu donemde bircok iyi kilic imal edildi.,1
kilic uzerinde bulunan diger isaretler estetik amaclidir.,1
cuma ve persembe gunleri haftasonu olan ulkelerde haftanin dorduncu gunu olarak sayilmaktadir.,1
kutsal yazilar’da i̇sa’nin hazirlik gununden sonraki gun olan sebt gunu mezarda istirahat ettigi belirtilmektedir.,1
yedinci gune gelindiginde tanri yapmakta oldugu isi bitirdi.,1
pazar gunu bircok ulkede tatil gunudur.,1
rozet yaprakli ve kazik koklu cok yillik otsu bir bitki turleridir.,1
dis kulak yolunun sonunda yari saydam olan sedef renginde kulak zari bulunur.,1
denizlispor ayni zamanda super lig tarihindeki en erken gol rekorunu da elinde bulundurmaktadir.,1
denizlispor taraftarinin profili takimin basarisina bagli olarak zaman icinde degisiklik gostermistir.,1
koloni oncesinde adaya dair en belirgin kanitlar arap haritalarda gozlemlenmektedir.,1
ulkede hakim olan din hinduizm dinidir.,1
mevcut banknotlarin tum on yuzlerinde mustafa kemal ataturk portreleri bulunmaktadir.,1
suleyman doneminde kullanilmistir.,1
trafik alaninda duzenlemeler getirmekde bu ortak noktalar arasinda yer alir.,0
bu beylerin arasinda karesi beyde vardir.,0
bu yoredeki ilk turk devletidir.,1
kongo demokratik cumhuriyeti bir dizi siyasi ve ekonomik birliklerin icerisinde yer almaktadir.,1
tarim ulke genelinde daha kazancli bir zanaat olan madencilik nedeniyle ihmal edilmis bir konumdadir.,1
osman devrinde yapildi.,1
yahudi hristiyan tabiri gunumuzde yahudi soyundan gelmekle beraber hristiyan olmus kimseleri tanimlamakta da kullanilir.,1
ben iki sey arasinda bir denge kurmaya calistim.,1
kavramin temelinde avrupa kitasinin merkez olarak kabul edilmesi yatmaktadir.,1
gurcistan icindeki hedeflere yonelik rus hava saldirilari da baslatildi.,1
gurcu ortodoks kilisesi erken gurcu devletlerinin manevi ve politik birlesmesi uzerinde buyuk role sahiptir.,1
gurcu sarap yapimi cok eski bir gelenek ve ulke ekonomisinin onemli bir dalidir.,1
veliaht ve hamile esi olay yerinde olduler.,1
bir sure sonra egitimini hukuk fakultesinde surdurdu.,1
dogu illerinde bulundugu sirada ermenice konusmayi ve fransizca okumayi ogrendi.,1
bu uygulama tanzimat doneminde yapilmistir.,1
klasik arap siirinde gazel genel olarak uc baslik altinda incelenmektedir.,1
bundan sonra nehir iki kola ayrilir.,1
dag eteklerinde zeytin tarimi cok sik gorulur.,1
denizi suyu sicakliklari da genelde kuzeyden guneye dogru artar.,1
"bu yuzden peter ve onderligi ""kilisenin uzerinde bulundugu kaya"" olarak tanimlanir.",1
bitki yasamina uygun olmaya kosullarda bile milyonlarca yil varliklarini korurlar.,1
ayrica baskent eyalet olan stuttgart da iki universite bulunur.,1
bu lehceler kirsal kesimlerde daha yogun kullanilir.,1
bu tarihten sonra i̇slam dini yorede yayilmaya baslamistir.,1
kiyi seridinde orman yerine kucuk agac topluluklari goze carpar.,1
rokoko stilinde cerceve kullanilmaz.,1
bunun icin geometrik bicimler ritmik bicimde duzenlenmis ve bu bicimler uzerinde renkle model yapilmistir.,1
nil kiyisindaki modern kesimler ile eski mahalleler arasinda bulunan kesimde alt orta siniflar yasar.,1
"muze binasinda ayrica bir kitaplik ve ""i̇kbal kahvesi"" adli bir kahvede bulunur.",0
i̇ki ulke de sehri kendi topraklari altina almak ister.,1
sehirde bulunan almanlar ise gitmeye zorlandilar.,1
bu isimler osmanli doneminden itibaren degisiklige ugrayarak gunumuzde oldugu gibi pendik olarak kullanilmaktadir.,1
pendik ilcesinde saglik islemlerini saglik grup baskanligi yurutmektedir.,1
sadrazam halil rifat pasa bir karakter olarak elveda rumeli dizisinde de canlandirilmistir.,1
omerli su havzasinin buyuk bolumu bu sinirlar icinde kalmaktadir.,1
bu tercumede cesitli avrupa ve afrika dillerine tercume edilmistir.,0
gulam ahmed ismide bu yazilar neticesinde duyuldu.,0
"kendi kendine ""vahiy"" dedigi bazi sesler duydugunu ileri surmeside bu donemde basladi.",0
hemoglobin sentezinde gorevlidir.,1
"ayni yasayla ""sehremaneti"" ve ""sehremini"" gibi terimlerde kullanimdan kalkti.",0
bes yillik egitim suresince kultur derslerinin iceriginin toplam saatleri asagidaki tabloda verilmistir.,1
halk arasinda yayilan bir kismi kasitli soylentilerde etkili olmustu.,0
bu sayede ogrenme gerceklesir.,1
noronlar cesitli sekillerde birbirlerine baglanarak aglar olustururlar.,1
metin goktepede ayni sekilde.,0
olimpos tanrilari baslica iki gruba ayrilir.,1
tanrilarin dagin zirvesinde bulutlarin arasinda saraylari olduguna inanilir.,1
eserde bir cocugun gozunden buyuklerin dunyasi anlatilir.,1
colde kucuk prens ile karsilasir.,1
bu donemde afrika kilisesinde bolunmeler yasanmaktadir.,1
bu konudaki tartismalar devam etmektedir.,1
bu konudaki tartismalar surmektedir.,1
antalya’da ve turk sinema tarihinde boyle bir sey yok.,1
dolayisiyla her rasyonel sayi sonsuz sekilde ifade edilebilir.,1
i̇ki rasyonel sayi arasina bir ya da birkac rasyonel sayi yerlestirme islemine denir.,1
bu olay aslinda askeri kariyerinede son verdi.,0
"i̇lk siiri ""koy enstituleri dergisi""nde yer aldi.",1
siirlerinde direnme ve umut temalarini ic ice isledi.,1
bir toprak davasindan cezaevine dusen babasi iceride olunce annesi yirmi yaslarinda dul kaldi.,1
kaynarca koyunde ilkokul ogretmeni olarak calisti.,1
halide edip adivar ile ortak ceviriler yapti.,1
paris’te bulundugu surede halide edip adivar ve esi adnan adivar ile yakin dost oldu.,1
i̇ki defa yargilanmistir.,1
bu sekiz bolge ulke genelinde uc il icerisine bolunmus konumdadir.,1
ulke genelinde tropikal bir iklim yasanmaktadir.,1
ulkenin dis ticaret acigi cok yuksek seviyelerde bulunmaktadir.,1
bu durumdaki kisilerin sikintisi renk gorme bozuklugu olarak adlandirilir.,1
bu eksiklik sonucunda cesitli renklerin cevresindeki renkler ayirt edilemez.,1
ayrica basta almanya ve i̇svec olmak uzere avrupa ulkelerinde de bircok gocmen yezidi yasamaktadir.,1
bolgede yasayan nufusun neredeyse tamami sunni islam inancina gore yasamini surdurmektedir.,1
fas bolgenin sadece ucte ikisini fiilen elinde tutmasina ragmen bolgenin tamaminda hak iddia etmektedir.,1
kromozomlarin sayisi canli turlerinde degisiklik gosterir.,1
bunlarin disinda dil uzerinede bazi calismalari olmustur.,0
kisa bir sure pasaport dairesinde mudurluk yapti.,1
turkiye’de bu odulu kazanan ilk muzedir.,1
muze bahcesinde ise zengin bir stel koleksiyonu sergilenmektedir.,1
savastaki cogu muharebeyi kazanmasina ragmen birlesik devletler savasi kaybetmistir.,1
turk mimarisine cok sayida eser kazandirmis ve pek cok eseride restore etmistir.,0
unlu top model tulin sahin bu sehirde dunyaya gelmistir.,1
bu donemde niksar ilim ve kultur merkezi haline gelmistir.,1
dunya savasi kosullari yuzunden fakirlik icinde yasamaya basladi.,1
"kullanilirken anlami genelde ""bebekleri isiga getiren""dir.",1
eski akce sahiplerine degeri kadar yeni akce verilirdi.,1
ulkenin guneyinde bircok mevsimsel sig golu ve buyuk tuz golleri vardir.,1
noktasal kumeler uzerinede calismalari olmustur.,0
kendi ulkelerinde petrol arama ve cikarma calismalarina agirlik verdiler.,1
sehrin icinde bir suru park bulunmaktadir.,1
antik yunan ve latin edebiyatina ilgiside bu donemde basladi.,0
ayni savasin son iki yilinda diger bircok alman sehri de saldiriya ugradi.,1
sanayinin yani sira turizm ve ticaretde kentin onemli gelir kaynaklari arasinda yer alir.,0
yunan ve cin mitolojilerinde yaradilis efsanelerinde baslangicta bir kaosun olmasi rastlanti degildir.,1
kalintilari po hay korfezinde deniz kiyisinda baslar.,1
ulusal meclis secimlerinde gecerli olan kriterler senato secimlerinde de gecerlidir.,1
"ulkede on dort takimin katildigi ve ""primus ligue"" olarak adlandirilan ulusal bir lig duzenlenmektedir.",1
i̇lcede genel olarak bir insaat havasinin hakim oldugu soylenebilir.,1
her dere vurdugu noktada plaka uzerinde parlayan bir yama olusturdu.,1
joseph doneminde deniz ticareti serbest liman kurulusuyla artirildi.,1
avustralya parlamentosu bu sehirde yer almaktadir.,1
sehirde elektrikli tramvay hatlarinin insasina baslandi.,1
sehirde yasayanlarin buyuk cogunlugunu azeriler olusturur.,1
bir anda olusan yuksek nufus artisi sehirde yuk olusturdu.,1
hollanda hindistani kolonisininde baskentligini yapti.,0
bu album piyasaya cikmak uzereyken zackde la rocha gruptan ayrildi.,0
bu albumde diger albumleri gibi ilgiyle karsilanmistir.,1
"bahreyn ise ""iki deniz"" anlamina gelir.",1
soz konusu anlasma ile iki devlet arasindaki gumruk vergileri azalacaktir.,1
kuzey ve batida daglar ve guneyde gobi colu bulunur.,1
dogum tarihi uzerinde bir ihtilaf mevcuttur.,1
bunlarin yani sira bazi kucuk sanayi tesisleride kurulmustur.,0
egitim genelde i̇ngilizcedir.,1
korfez ulkeleri icerisinde en liberal dis ticaret rejimine sahiptir.,1
isi akisi birim yuzeydeki isi aktarim hizi olarak tanimlanir.,1
metallerin bircogu su veya hava ile temas ettiginde korozyona ugrar.,1
turizm bu ulkede hala az gelismistir.,1
yagis daglik bolgelerde kiyi bolgesine nazaran biraz daha fazladir.,1
ulkede fransiz somurge donemlerinden kalan insanlar olmakla birlikte buyuk bir arap nufus da barindirmaktadir.,1
tiyatroya guzel sanatlar akademisi’nde amator olarak basladi.,1
galatasaray ve fenerbahce spor kuluplerinde kurek ve yelken yapti.,1
gunumuzde ulke vatandaslarinin neredeyse iki kati yurt disinda yasamaktadir.,1
bahcede de birtakim onarim calismalari yapilmasina karsin ana binada herhangi bir calisma olmadi.,1
golun bir ozelligide icinde pek cok adanin bulunmasidir.,0
bu donemde devlet adami olarak yildizi parladi.,1
fatih camii’nde medrese tahsiline basladi.,1
siyasi olaylari yakindan takip edebilmek icin bu donemde fransizca ogrendi.,1
ada genelinde tropikal deniz iklimi hakimdir.,1
bu yuzden bu soyut karakterler birden fazla kod noktasinin art arda kullanilmasiyla ifade edilebilirler.,1
ciftler halinde kullanildiklari zaman bir karakteri temsil ederler.,1
bu basarisinin ardindan cesitli rolleri canlandiran bir oyuncu olarak sinemadaki konumunu pekistirdi.,1
bu ozelliklerinden oturu hint edebiyatinda ve mitolojisinde sikca adi gecer.,1
bu mahalle o tarihlerde koy teskilati durumundaydi.,1
asagidaki tabloda kongo bolgesinin tarihsel isimleri yer almaktadir.,1
ulke genelinde az sayida avrupali da yasamaktadir.,1
ulke yonetiminin en ust kademesinde ise devlet baskani yer almaktadir.,1
ancak bu durum ogrencilerin arkadas cevresindeki konustuklari dillerde farklilik gostermektedir.,1
ensar hareketi gosterdigi basarilarla hakimiyetine aldigi topraklar uzerinde ayri bir yonetim kurdu.,1
bunlara ek olarak modern ekonomideki araclari tanitmak ve kullanimini ogretmek.,1
bocekler ve damarli bitkiler bu donemde ortaya cikmistir.,1
diger ucuncu kita da bu ikisi ile arasinda bir kara koprusu olusturacak sekilde yaklasmaktadir.,1
aslinda gercektende interneti kurar ve tanimlar.,0
egitimini tamamladiktan sonra cesitli medreselerde muderrislik yapmistir.,1
